years,place,lat,lon
26,sloatsburg,41.154540,-74.192924
50,hallowell,44.285902,-69.790879
21,chelan,47.845909,-120.012398
33,hammond,41.583369,-87.500041
50,klamath falls,42.224867,-121.781670
7,alamosa,37.469449,-105.870021
4,hudson,28.364448,-82.693434
20,liberty,34.787891,-82.692359
35,hallandale beach,25.981202,-80.148379
23,waukee,41.611990,-93.885577
39,terre haute,39.466703,-87.413909
32,ridgecrest,35.622456,-117.670897
20,forked river,39.839841,-74.190140
7,dixon,38.445464,-121.823296
26,kasson,44.029567,-92.750904
6,ventura,34.274640,-119.229005
31,bath,40.725652,-75.394070
6,newburgh,37.944488,-87.405287
30,tacoma,47.252877,-122.444291
26,university place,47.235654,-122.550404
5,dayton,39.112838,-84.472720
27,damascus,39.288438,-77.203872
31,calverton,40.906487,-72.743433
22,ontario,34.063344,-117.650888
10,russell springs,37.056179,-85.088567
11,mckees rocks,40.465624,-80.065611
33,bridgewater,40.623333,-74.601111
15,oak park,41.885032,-87.784503
30,ocoee,28.569168,-81.543962
1,east norwich,40.846766,-73.535125
24,middletown,41.521824,-71.283454
18,leesburg,39.115662,-77.563601
48,highland,34.128344,-117.208651
20,brownsville,35.593967,-89.262291
27,aurora,41.760585,-88.320072
42,fairbury,40.747257,-88.514779
17,tully,42.798123,-76.109369
15,lebanon,37.680597,-92.663787
19,gilmer,32.728747,-94.942438
0,fountain hills,33.605350,-111.741113
47,forsyth county,36.120000,-80.187506
19,rock valley,43.205259,-96.295026
15,mars,40.695900,-80.011725
5,saltville,36.881503,-81.762063
19,raymore,38.801953,-94.452729
8,cranberry township,40.684963,-80.107138
49,gibson city,40.465312,-88.375887
27,north royalton,41.313664,-81.724574
37,waltham,42.376485,-71.235611
11,lima,40.742551,-84.105226
22,grover,38.572578,-90.634631
47,weeping water,40.869930,-96.139972
4,winona lake,41.227267,-85.821934
36,cape elizabeth,43.563696,-70.200047
28,minerva,40.729782,-81.105376
30,temperance,41.779214,-83.568824
12,burley,42.535743,-113.792795
20,sedro-woolley,48.503890,-122.236110
50,williamston,42.688924,-84.283024
3,macungie,40.515930,-75.555186
38,springfield township,40.701694,-74.322215
32,charlotte,42.563648,-84.835821
42,hermitage,41.233390,-80.448680
26,leavenworth,39.311111,-94.922464
36,williamsburg,37.270702,-76.707457
25,laurens,34.499012,-82.014260
41,slidell,30.275194,-89.781174
41,brookville,39.836721,-84.411337
4,pooler,32.115481,-81.247057
6,erskine,47.668746,-96.009223
45,rapid city,44.080543,-103.231015
14,white city,42.433333,-122.833889
19,glenview,42.069751,-87.787841
12,mabank,32.366532,-96.100806
21,north east,39.600113,-75.941333
49,hereford,34.815062,-102.397704
22,greenville,45.459486,-69.590582
46,west orange,40.798570,-74.239083
10,niagara falls,43.096214,-79.037739
40,waynesboro,31.674883,-88.646147
2,winchester,37.990079,-84.179650
0,las animas,38.066674,-103.222708
37,wamego,39.201941,-96.304997
28,greeneville,36.163157,-82.830986
29,hialeah,25.857596,-80.278106
46,farmington,41.736030,-72.795027
34,valrico,27.940833,-82.242500
3,mount pleasant,35.534241,-87.206954
26,fortville,39.932263,-85.848035
27,riverside,40.032334,-74.957391
23,galion,40.733669,-82.789903
47,elgin,30.349653,-97.370273
9,woodburn,45.143731,-122.855373
4,cambridge,38.563174,-76.078829
35,great neck,40.800657,-73.728465
32,hutchinson,44.892548,-94.369293
12,blytheville,35.927295,-89.918975
42,piedmont,37.824371,-122.231635
42,williams,35.249457,-112.191003
47,glen allen,37.665978,-77.506374
40,la grange,29.905503,-96.876647
37,harvard,42.500092,-71.582844
35,orinda,37.877148,-122.179689
46,new caney,30.155278,-95.211389
39,malibu,34.025922,-118.779757
7,brookville,41.161175,-79.083092
17,englewood,26.962005,-82.352595
43,dillsburg,40.110926,-77.034978
48,clearfield,41.110777,-112.026054
12,silver bay,47.294365,-91.257386
35,papillion,41.154443,-96.042238
47,belmont,35.242917,-81.037297
17,bemidji,47.473611,-94.880278
24,crewe,37.173207,-78.123333
2,henderson,35.439243,-88.641441
30,haledon,40.935654,-74.186256
30,nogales,31.340378,-110.934253
24,rantoul,40.308367,-88.155879
40,biddeford,43.492584,-70.453384
44,matthews,35.116813,-80.723680
50,morgan city,29.699375,-91.206770
39,lakewood,40.097893,-74.217643
31,shallotte,33.973228,-78.385837
43,canton,42.308644,-83.482116
14,forest city,35.334011,-81.865103
28,kenedy,28.819147,-97.848612
3,montgomery,41.730585,-88.345905
34,gilbert,33.924312,-81.393713
19,polson,47.693200,-114.163128
23,napa,38.297538,-122.286865
10,grants pass,42.439007,-123.328393
12,cape coral,26.562854,-81.949533
50,oak grove,36.665047,-87.442788
31,central city,37.293932,-87.123329
43,benzonia,44.621389,-86.099258
11,eclectic,32.635409,-86.034408
47,grasonville,38.958169,-76.210229
8,east lansing,42.736979,-84.483865
21,middle village,40.717372,-73.874250
45,raeford,34.980999,-79.224200
42,lacey,47.034263,-122.823192
33,evergreen,39.633321,-105.317215
37,salinas,36.677737,-121.655501
49,hyde park,41.766760,-73.901525
42,sutton,42.150035,-71.763288
27,belton,34.522888,-82.494295
21,east rochester,43.108674,-77.487496
21,vienna,38.901222,-77.265260
16,harrisville,39.209524,-81.051777
45,valparaiso,41.473095,-87.061141
45,lewisburg,40.964529,-76.884410
24,frederick,40.099151,-104.937199
25,la verne,34.100843,-117.767835
28,round lake,42.353355,-88.093414
29,kingman,35.189443,-114.053006
33,mankato,44.163577,-93.999400
12,mccamey,31.132252,-102.222206
21,montevallo,33.100675,-86.864156
39,schaumburg,42.033361,-88.083406
9,sandusky,41.448940,-82.707960
29,allen park,42.257538,-83.211038
2,arlington,38.879970,-77.106770
22,delhi,42.278140,-74.915995
33,purcell,35.013683,-97.361139
19,baldwinsville,43.158679,-76.332709
19,waitsfield,44.190278,-72.825556
29,new hyde park,40.735102,-73.687908
18,flat rock,35.271228,-82.441508
35,natchitoches,31.760719,-93.086275
43,tallapoosa,33.744550,-85.288008
24,plainville,42.004265,-71.332833
48,falls church,38.882334,-77.171091
9,moline,41.506700,-90.515134
29,dousman,43.014176,-88.472598
25,midland,35.227366,-80.500622
47,port byron,41.606422,-90.335406
8,new bremen,40.436992,-84.379673
34,bryan,41.474773,-84.552451
12,yucca valley,34.114174,-116.432235
46,summit hill,40.824812,-75.871031
44,jefferson,42.017246,-94.377423
38,matamoros,25.869029,-97.502738
36,caldwell,43.662938,-116.687360
20,monrovia,34.144262,-118.001948
18,lynchburg,37.413754,-79.142246
42,maple shade township,39.952613,-74.992391
31,arlington heights,42.088360,-87.980627
2,peachtree city,33.396783,-84.595763
48,marianna,30.774360,-85.226873
35,hazlehurst,31.860438,-90.395925
0,cibolo,29.561618,-98.226955
41,marysville,39.145725,-121.591355
9,gaithersburg,39.143441,-77.201370
36,strafford,37.268380,-93.117126
19,hindman,37.335931,-82.980441
35,nashville,33.945669,-93.847129
32,haddon heights,39.877336,-75.064616
21,puyallup,47.185378,-122.292897
5,perth,44.898810,-76.248559
1,durango,37.275280,-107.880067
19,cheyenne,41.139981,-104.820246
40,ebensburg,40.485072,-78.724743
6,bay shore,40.725099,-73.245395
32,salem,40.053010,-111.673536
44,coal valley,41.428646,-90.460965
45,marion,42.033279,-91.596896
30,williamstown,44.121729,-72.541494
33,broadview,41.863920,-87.853393
31,hephzibah,33.314031,-82.096786
30,norwalk,41.475546,-93.678830
0,spring valley,32.744774,-116.998916
36,edgartown,41.389005,-70.513360
33,southlake,32.941236,-97.134178
44,danville,39.760601,-86.526388
5,sparta,35.925898,-85.464142
39,olympia,47.037874,-122.900695
26,woodinville,47.754265,-122.163458
25,long beach,40.588437,-73.657908
3,lavallette,39.970396,-74.068748
33,hamlin,38.278702,-82.102916
40,burke,38.793447,-77.271650
43,gainesville,33.625941,-97.133345
41,perryville,39.560113,-76.071338
17,sonoma,38.291859,-122.458036
23,saint paul,44.953703,-93.089958
40,mundelein,42.263079,-88.003965
46,harlan,41.653044,-95.325554
42,smithfield,41.838262,-111.832723
45,muncie,40.193377,-85.386360
29,hampton bays,40.868989,-72.517589
28,monterey,36.600238,-121.894676
20,villa park,41.889752,-87.988954
44,holland,42.787523,-86.108930
15,fawn grove,39.727882,-76.451908
40,springdale,40.540901,-79.783937
48,hanceville,34.060654,-86.767498
17,chelmsford,42.599814,-71.367284
11,carbondale,39.402205,-107.211163
8,creston,41.058600,-94.361347
31,chatham,42.404802,-82.191038
19,st. peter,44.325893,-93.955691
2,salem,39.571780,-75.467142
47,nottingham,43.114528,-71.099784
23,kewaskum,43.520830,-88.228985
47,pilot point,33.396503,-96.960561
9,abilene,32.448736,-99.733144
28,revere,42.408430,-71.011995
46,round hill,39.132605,-77.768605
20,saint-eustache,45.558549,-73.896075
9,morrow,33.583166,-84.339368
3,greencastle,39.644490,-86.864732
46,fulton,38.846708,-91.947959
3,canton,34.236762,-84.490762
42,guadalupe,25.671135,-100.203948
32,clyde,41.304220,-82.975192
31,fenton,42.797806,-83.704950
7,levittown,40.725934,-73.514292
50,oil city,41.433948,-79.706441
23,woodstown,39.651503,-75.328245
31,hollywood,38.345982,-76.571763
13,denham springs,30.486856,-90.956212
15,flower mound,33.014567,-97.096955
4,devils lake,48.112779,-98.865120
25,greenwood,39.613658,-86.106653
11,oak park,42.459480,-83.182705
23,boonville,38.973639,-92.743242
9,medford,39.900833,-74.823611
43,tustin,33.745851,-117.826166
23,laconia,43.527855,-71.470351
44,afton,42.724928,-110.931869
45,galt,38.254637,-121.299948
22,crete,41.444479,-87.631431
8,huntley,42.168080,-88.428141
37,mount vernon,41.921952,-91.416837
10,bartow,27.896415,-81.843137
49,albany,44.636511,-123.105928
50,spring valley,41.327535,-89.199808
21,jackson,44.146261,-71.185100
23,ballwin,38.595053,-90.546234
17,crocker,37.948928,-92.263782
14,buckhannon,38.993987,-80.232028
41,mifflinburg,40.917582,-77.047750
11,shawnee,39.022848,-94.715187
45,clarkson,43.233165,-77.927621
36,mohegan lake,41.317872,-73.846247
26,folsom,38.677959,-121.176058
22,wilson,35.721269,-77.915539
4,antelope,38.716687,-121.364422
33,dillon,45.216632,-112.638924
1,metairie,29.984092,-90.152852
19,new london,44.392758,-88.739826
20,milford,42.591668,-83.600370
40,streetsboro,41.239223,-81.345940
50,hartford,37.451159,-86.909160
42,pea ridge,36.453962,-94.115204
0,chatham county,31.999419,-81.119608
23,cut bank,48.633039,-112.326162
24,woodsfield,39.762573,-81.115384
10,madison heights,42.485869,-83.105203
5,franklinton,30.847128,-90.153141
41,ringgold,34.915910,-85.109117
48,clarence,43.013531,-78.634200
49,clark,40.627803,-74.312763
11,kingfisher,35.861432,-97.931720
16,saraland,30.820742,-88.070556
15,woodstock,43.624244,-72.518511
49,monroe,34.985428,-80.549511
10,carmel valley,36.479902,-121.732793
32,daleville,31.310172,-85.712991
2,brookings,44.311357,-96.798388
18,el monte,34.068621,-118.027567
0,sault ste. marie,46.521858,-84.346090
45,wapato,46.447628,-120.420338
40,new providence,40.698435,-74.401540
48,covington,35.564247,-89.646467
13,chester,41.402208,-72.482499
44,tarpon springs,28.146125,-82.756768
23,torrington,42.062465,-104.184394
38,alice,27.752249,-98.069725
22,grafton,43.171682,-72.606463
11,triangle,38.546788,-77.336649
34,wellsville,42.122012,-77.948057
7,pleasant prairie,42.553075,-87.933412
25,demopolis,32.517636,-87.836402
27,lincoln park,40.924265,-74.302093
13,quincy,42.252877,-71.002270
49,warner robins,32.608611,-83.638056
25,sheffield,42.109989,-73.355144
41,bonita springs,26.339806,-81.778697
0,waterbury,41.558152,-73.051496
39,camden,39.925946,-75.119620
3,scranton,41.408969,-75.662412
41,longmont,40.167207,-105.101928
47,diamond springs,38.694626,-120.814936
21,astoria,46.187884,-123.831253
5,farmington,40.698093,-90.005948
40,tolleson,33.450042,-112.259321
5,roselle,40.652729,-74.259277
8,roy,41.161611,-112.026331
13,lasalle,41.341111,-89.090833
15,deland,29.028318,-81.303118
12,wappingers falls,41.596483,-73.910970
7,greenbush,37.741162,-75.681570
16,westhampton,40.824544,-72.666207
18,radford,37.131792,-80.576448
25,calabasas,34.138333,-118.660833
48,ferndale,48.846499,-122.591006
23,festus,38.220610,-90.395954
22,coppell,32.954569,-97.015008
5,scottdale,33.789827,-84.264089
20,getzville,43.023947,-78.767811
11,trumbull county,41.306498,-80.721442
24,williamson county,35.917927,-86.862183
19,boynton beach,26.531787,-80.090547
42,santa ana,33.745573,-117.867834
0,bogalusa,30.791020,-89.848686
9,somerville,40.574270,-74.609880
6,vankleek hill,45.519651,-74.652202
42,montague township,41.295694,-74.783994
14,yuba city,39.140448,-121.616911
44,benson,35.382107,-78.548621
4,anderson,40.105320,-85.680254
44,baxter,46.348363,-94.268638
24,katy,29.785785,-95.824396
7,waunakee,43.191937,-89.455675
7,brookfield,43.060567,-88.106479
8,vaughan,43.837208,-79.508276
7,lewisburg,39.846163,-84.539674
35,chester springs,40.095104,-75.616868
8,mccomb,31.243787,-90.453153
0,lexington,42.443037,-71.228964
19,edwards,39.644986,-106.594200
23,arnold,39.032055,-76.502739
40,south lyon,42.460590,-83.651606
17,germantown,39.173162,-77.271650
6,grand island,43.021628,-78.965730
10,north miami beach,25.933149,-80.162546
36,fond du lac,43.773045,-88.447051
24,vassalboro,44.458881,-69.677760
19,west warwick,41.703671,-71.521502
5,seneca falls,42.910622,-76.796622
42,saranac lake,44.329496,-74.131266
48,waukegan,42.363633,-87.844794
18,beacon,41.504816,-73.969583
34,bloomington,40.484203,-88.993687
35,winchester,39.629769,-90.456235
39,ashland,37.759032,-77.479984
20,chilliwack,49.157940,-121.951467
48,atascadero,35.489417,-120.670725
25,georgetown,38.906844,-120.838546
6,easton,41.271206,-73.296640
3,savage,44.764733,-93.359115
42,saint cloud,45.557945,-94.163240
50,westland,42.324204,-83.400211
21,winter park,28.600000,-81.339235
13,hewlett,40.643159,-73.695686
43,princeton,45.569965,-93.581628
45,spring lake,35.167939,-78.972806
20,damariscotta,44.032877,-69.518888
35,howard county,39.287346,-76.964306
33,marshall,38.822576,-77.973865
43,st. ann,38.730938,-90.388962
0,sunderland,42.466373,-72.579511
7,greenville,37.201154,-87.178885
43,chehalis,46.662048,-122.964018
0,brodheadsville,40.924537,-75.393795
9,washington,38.558107,-91.012088
2,natick,42.283333,-71.350000
29,corsicana,32.095430,-96.468873
27,greensburg,39.337272,-85.483581
24,farmville,35.595438,-77.585250
0,monee,41.420034,-87.741711
29,flagstaff,35.201352,-111.639249
32,waupaca,44.358035,-89.085946
28,st. charles,41.914195,-88.308687
14,gloversville,43.052851,-74.343747
40,new albany,40.081174,-82.808786
34,sardinia,39.007845,-83.808538
50,endicott,42.098408,-76.049368
0,o'fallon,38.810607,-90.699848
27,helendale,34.740285,-117.325717
35,st. charles,38.788698,-90.511764
46,prattville,32.464025,-86.459697
5,amite city,30.726575,-90.508981
14,greenbank,48.098272,-122.573198
41,longview,46.138168,-122.938167
37,manitowoc,44.088606,-87.657584
50,seattle,47.606209,-122.332071
36,middletown,39.515058,-84.398276
38,boardman,45.839855,-119.700583
34,caledonia,43.634691,-91.496808
10,saco,43.500918,-70.442829
2,palm city,27.167827,-80.266159
9,plainfield,43.546111,-72.282778
24,braintree,42.207902,-71.004001
44,shelter island,41.068155,-72.338694
4,fountain inn,34.689009,-82.195668
42,downers grove,41.808919,-88.011175
18,kingwood,39.471756,-79.683388
24,danville,40.124481,-87.630021
25,river falls,44.861356,-92.623808
21,marble falls,30.578245,-98.272800
20,nashua,42.765366,-71.467566
18,bluffton,40.738658,-85.171637
41,glen burnie,39.162608,-76.624689
42,fair oaks,38.644626,-121.272172
16,peculiar,38.719176,-94.458562
48,bay st. louis,30.308808,-89.330046
43,butte,46.003823,-112.534778
49,sylvania,41.718939,-83.712993
33,rialto,34.106400,-117.370323
42,portage,41.575871,-87.176146
0,shelbyville,39.521437,-85.776924
18,new philadelphia,40.489787,-81.445671
24,fort myers beach,26.452025,-81.948145
7,morris plains,40.836111,-74.481389
50,beach haven,39.559285,-74.243196
25,boise,43.618710,-116.214607
20,oakley,37.997422,-121.712454
50,carbondale,41.573693,-75.501851
42,salem,44.942898,-123.035096
41,sullivan,38.208104,-91.160421
25,roswell,33.394265,-104.523024
16,brooklyn,42.105874,-84.248282
29,malakoff,32.169596,-96.012468
36,plain city,40.107561,-83.267416
21,advance,35.941242,-80.409691
34,alameda,37.765206,-122.241636
45,california,40.065629,-79.891714
42,anna,33.349001,-96.548599
6,culiacan,24.804850,-107.385498
32,west mifflin,40.363403,-79.866437
45,mississauga,43.589045,-79.644120
17,martinez,38.019366,-122.134132
34,orange beach,30.294368,-87.573594
10,cumberland,37.496392,-78.244866
32,west babylon,40.718155,-73.354287
20,garden city,42.325593,-83.331042
5,booneville,34.658160,-88.566704
40,park ridge,42.011141,-87.840619
17,burnsville,35.917336,-82.300961
